employee_id,burnout_score
14001,0.5345749056063017
14002,0.6285738018592621
14003,0.2218866485419033
14004,0.7984686436646182
14005,0.744965276136502
14006,0.46313495763396895
14007,0.45974933254881734
14008,0.4471049466439899
14009,0.5897358777500968
14010,0.42159245370260723
14011,0.178348416152623
14012,0.49612073334155377
14013,0.16183219702413543
14014,0.258523408670155
14015,0.6652118924546454
14016,0.31449425629639766
14017,0.944760302476136
14018,0.6005148609979408
14019,0.30313641859674073
14020,0.35009273754531955
14021,0.6713116457130949
14022,0.43243468177389427
14023,0.6362893649938131
14024,0.3720654517982911
14025,0.6773312300918356
14026,0.7632589106456971
14027,0.5317689116576308
14028,0.16315367427424973
14029,0.13118279096079807
14030,0.5405904462006128
14031,0.5731861958253318
14032,0.34431658778888347
14033,0.38365851170086
14034,0.0
14035,0.6283190420673281
14036,0.7877059587976087
14037,0.37905910671044346
14038,0.1611363343349421
14039,0.5533583942947469
14040,0.4957060219445936
14041,0.13160266541674134
14042,0.8789826512924005
14043,0.6408232157067444
14044,0.0
14045,0.20450148484479486
14046,0.32786036163698734
14047,0.7735010726246148
14048,1.0
14049,0.38901381298629495
14050,0.014506701164127615
14051,0.32650970764665216
14052,0.7772882791786669
14053,0.4208737356722893
14054,0.3775837478407867
14055,0.2331245007292226
14056,0.4399757904174563
14057,0.7718063515782461
14058,0.35611100706339527
14059,0.577494796274881
14060,0.3606285818214823
14061,0.22103327315740456
14062,0.3703998239876271
14063,0.5134503132915825
14064,0.929903792238229
14065,0.7552040128422084
14066,0.3123625484017447
14067,0.48689485283520106
14068,0.35007604129918846
14069,0.2580766301247702
14070,0.6331258039855722
14071,0.4565038304916487
14072,0.39047059600471
14073,0.631618216074981
14074,0.8715535813299512
14075,0.3520682991243445
14076,0.3885347819546634
14077,0.28275526305950077
14078,0.3028783925757993
14079,0.0984624118152075
14080,0.8985675470128021
14081,0.3110156917344297
14082,0.0
14083,0.7720023587441681
14084,0.1889415635969484
14085,0.3505255173656196
14086,0.3908260610519136
14087,0.2167978363755564
14088,0.17262967203858964
14089,0.4845191661244863
14090,0.47588579865745234
14091,0.5494246836669594
14092,0.8498243199350659
14093,0.40788788552673755
14094,0.2817389233516809
14095,0.11962966667265912
14096,0.3972983105503755
14097,0.17587848605421613
14098,0.8123103555725464
14099,0.33782136112977784
14100,0.45672859967395385
14101,0.4174477764941581
14102,0.4262667662761277
14103,0.4908865329877
14104,0.26396350204429325
14105,0.6930162011033055
14106,0.37544897023584045
14107,0.9253297133545266
14108,0.505575957270133
14109,0.33212721179354715
14110,0.6084511229481191
14111,0.3566468217334949
14112,0.7017044366585261
14113,0.14811666172597596
14114,0.5981089533925308
14115,0.28595200699050644
14116,0.6910271593223382
14117,0.0
14118,0.15277586055960046
14119,0.5428442436361439
14120,0.9826621992682083
14121,0.19344027200103564
14122,0.6665198282862143
14123,0.26771884823772196
14124,0.4581461079529894
14125,0.5980266425373308
14126,0.17542446563662015
14127,0.9602772777837184
14128,0.1353975077471011
14129,0.43811240173690646
14130,0.2956984076149021
14131,0.08647896204988229
14132,0.6624399191526841
14133,0.38530542483924374
14134,0.6099921311208362
14135,0.6536548609443297
14136,0.7801793178183926
14137,0.5194483164854492
14138,0.7811005113055953
14139,0.316358541834271
14140,0.373723333955245
14141,0.37971842665221217
14142,0.8334563637190439
14143,0.9147615878177683
14144,0.5025629793931441
14145,0.5962937102018078
14146,0.43264915812762145
14147,0.5078036620091726
14148,0.5955678640449403
14149,0.7518077240084035
14150,0.5105948524238202
14151,0.22624544297853919
14152,0.2202039644267029
14153,0.08569684812173654
14154,0.39162837613563883
14155,0.38872980162065535
14156,0.4446859932885146
14157,0.3930874094472482
14158,0.04470648239659621
14159,0.21311286518121572
14160,0.38296531391672173
14161,0.6819337472617215
14162,0.6405612234599366
14163,0.6378637487314524
14164,0.3666883133800671
14165,0.35477756606380695
14166,0.3321049712527954
14167,0.36992268225400127
14168,0.22979868895986302
14169,0.8246883112685253
14170,0.2127507217574223
14171,0.47564562571440516
14172,0.20136604819964096
14173,0.569214358957541
